,file,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細
1119,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0500600_4_f.pdf,ネパール,2015,アイ・シー・ネット株式会社,岸野優子・笠原龍二,12100000000.0,11354000000.0,,,2009-02-12,2015-03-01,,119.0,高い,,高い,高い,中程度,120.0,147.0,中程度,,,高い,本行は「シンズリ道路建設計画(第2工区(3/3期))」に関する情報です。,無償,道路,シンズリ道路建設計画（第二工区（第3期））,1,アジア,南アジア
1120,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000333_4_f.pdf,ネパール,2018,ネパール事務所,,427000000.0,572000000.0,,,2011-12-01,2015-05-01,,81.0,高い,,高い,高い,中程度,134.0,104.0,中程度,,,高い,,技協,行政一般,モニタリング評価システム強化プロジェクトフェーズ2,1,アジア,南アジア
1121,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1060690_4_f.pdf,ハイチ,2016,早稲田大学,大門毅,1050000000.0,1070800000.0,2011-03-01,2012-09-10,2011-03-01,2013-06-01,19.0,28.0,高い,,高い,高い,中程度,,147.0,中程度,,,高い,,無償,道路,レオガン市復興のための市街地道路整備計画,1,中南米,カリブ海
1122,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0800465_4_f.pdf,バヌアツ,2017,バヌアツ支所,,500000000.0,535000000.0,2006-03-01,2009-03-01,2011-12-01,2014-11-01,73.0,73.0,高い,,高い,高い,中程度,98.0,100.0,中程度,,,高い,,技協,水産,豊かな前浜プロジェクト（フェーズ2）,1,大洋州,メラネシア
1123,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0702600_4_f.pdf,バヌアツ,2011,新日本サステナビリティ株式会社,西川圭輔,1280000000.0,1234000000.0,2007-01-01,2007-12-04,2007-08-01,2009-01-01,30.0,30.0,高い,,高い,高い,高い,96.4,100.0,高い,,,非常に高い,本プロジェクトは1/2期（導水路等修復）と2/2期（水力発電所増設）に分かれています。被援助国負担額39百万円は総額であり、期ごとの内訳は不明です。,無償,電力,サラカタ川水力発電所改善計画,1,大洋州,メラネシア
1124,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0802100_4_f.pdf,バヌアツ,2013,株式会社日本経済研究所,西川圭輔,1707000000.0,1706960000.0,2008-05-01,2011-04-07,2008-05-01,2011-01-01,35.0,32.0,高い,,高い,高い,中程度,100.0,91.0,中程度,,,高い,,無償,港湾,ポートビラ港埠頭改善計画,1,大洋州,メラネシア
1125,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260030_4_f.pdf,バヌアツ,2017,株式会社日本経済研究所,織本厚子,1502000000.0,1453000000.0,2012-03-01,2014-05-31,2012-03-01,2014-06-01,28.0,28.0,高い,高い,高い,高い,高い,97.0,100.0,低い,,,高い,,無償,保健・医療,ビラ中央病院改善計画,1,大洋州,メラネシア
1126,https://www2.jica.go.jp/ja/evaluation/pdf/2022_VUT-P2_4_f.pdf,バヌアツ,2022,株式会社クニエ,西川圭輔/栗村俊也,10500000000.0,,2012-06-01,2018-07-14,2012-06-01,2019-02-01,123.0,81.0,高い,高い,高い,高い,高い,87.0,109.0,非常に高い,,,非常に高い,被援助国負担額はフェーズ1からの減額調整のため、正の負担額としては記載なし。,有償,港湾,ポートビラ港ラペタシ国際多目的埠頭整備事業（Ⅱ）,1,大洋州,メラネシア
1127,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0701107_4_f.pdf,バルバドス,2016,セントルシア事務所,,230000000.0,325000000.0,2009-01-01,2011-12-02,2009-01-01,2012-06-01,36.0,42.0,高い,,中程度,中程度,中程度,141.0,117.0,中程度,,,一部課題がある,,技協,河川・砂防,カリブ災害管理プロジェクトフェーズ2,1,中南米,カリブ海
1128,https://www2.jica.go.jp/ja/evaluation/pdf/2011_BD-P41_4_f.pdf,バングラデシュ,2011,オクタヴィアジャパン株式会社,稲澤健一,9056000000.0,9123000000.0,1997-07-01,2000-09-22,1997-07-01,2009-06-01,39.0,144.0,高い,,高い,,低い,101.0,369.0,高い,,,高い,,有償,道路,ジャムナ橋アクセス道路事業,1,アジア,南アジア
1129,https://www2.jica.go.jp/ja/evaluation/pdf/2010_BD-P47_4_f.pdf,バングラデシュ,2010,OPMAC 株式会社,小林信行,10549000000.0,12151000000.0,2001-03-01,2004-08-30,2001-03-01,2005-05-01,43.0,51.0,高い,,中程度,,中程度,115.0,119.0,中程度,,,一部課題がある,,有償,運輸交通一般,ルプシャ橋建設事業,1,アジア,南アジア
1130,https://www2.jica.go.jp/ja/evaluation/pdf/2010_BD-P48_4_f.pdf,バングラデシュ,2010,OPMAC 株式会社,小林信行,4055000000.0,3978000000.0,2001-03-01,2007-12-10,2001-03-01,2008-06-01,58.0,88.0,高い,高い,高い,,中程度,84.0,107.0,中程度,,,高い,,有償,農業土木,大ファリドプール農村インフラ整備事業,1,アジア,南アジア
1131,https://www2.jica.go.jp/ja/evaluation/pdf/2013_BD-P51_4_f.pdf,バングラデシュ,2013,アイ・シー・ネット株式会社,笹尾隆二郎,15367000000.0,15158000000.0,2005-03-01,2009-03-11,2005-03-01,2011-06-01,49.0,76.0,高い,,高い,高い,中程度,98.7,155.1,中程度,,,高い,,有償,農業一般,東部バングラデシュ農村インフラ整備事業,1,アジア,南アジア
1132,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0602297_4_f.pdf,バングラデシュ,2013,バングラデシュ事務所,,567000000.0,522000000.0,2005-06-01,2010-05-01,2005-06-01,2010-05-01,60.0,60.0,高い,,高い,高い,高い,92.0,100.0,中程度,,,非常に高い,,技協,農業一般,行政と住民のエンパワメントを通じた参加型農村開発プロジェクト（フェーズ2）,1,アジア,南アジア
1133,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0504700_4_f.pdf,バングラデシュ,2010,財団法人国際開発高等教育機構,房前理恵,1669000000.0,1656000000.0,2005-07-01,2008-03-01,2005-07-01,2008-02-01,32.0,31.0,高い,,中程度,,高い,99.0,97.0,高い,,,非常に高い,本案件は2期に分かれているが、評価はプロジェクト全体に対して行われているため、評価関連情報は両期で共通。コストの被援助国負担額、および期間関連の数値もプロジェクト全体のものである。,無償,気象・地震,コックスバザール及びケプパラ気象レーダー整備計画,1,アジア,南アジア
1134,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0602279_4_f.pdf,バングラデシュ,2012,国際航業株式会社,青木裕子,350000000.0,654000000.0,2005-10-01,2009-09-02,2004-10-01,2010-03-01,48.0,66.0,高い,,高い,高い,低い,187.0,138.0,高い,,,高い,,技協,基礎教育,小学校理数科教育強化プロジェクト,1,アジア,南アジア
1135,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0704500_4_f.pdf,バングラデシュ,2011,ティー・アソーシエイト,川内敦子,1990000000.0,1479080000.0,2005-11-01,2006-09-12,2008-03-01,2009-03-01,31.0,34.0,高い,高い,高い,高い,中程度,74.0,97.0,中程度,,,高い,事後評価時点で、計画された96箇所のうち4箇所が未完成。,無償,道路,地方道路簡易橋設置計画,1,アジア,南アジア
1136,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0602299_4_f.pdf,バングラデシュ,2011,バングラデシュ事務所,,390000000.0,398000000.0,2005-12-01,2008-12-01,2005-12-01,2008-12-01,37.0,37.0,高い,,高い,高い,中程度,102.0,100.0,中程度,,,高い,,技協,環境問題,持続的砒素汚染対策プロジェクト,1,アジア,南アジア
1137,https://www2.jica.go.jp/ja/evaluation/pdf/2019_BD-P53_4_f.pdf,バングラデシュ,2019,EY 新日本有限責任監査法人,徳田勝也,11411000000.0,7134000000.0,2006-02-01,2009-09-16,2009-07-01,2016-06-01,44.0,84.0,高い,,中程度,中程度,中程度,62.52,191.0,中程度,,,一部課題がある,,有償,電気通信,通信ネットワーク改善事業,1,アジア,南アジア
1138,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1000327_4_f.pdf,バングラデシュ,2021,バングラデシュ事務所,,888000000.0,844000000.0,2006-04-01,2009-10-11,2011-07-01,2016-06-01,108.0,108.0,高い,,高い,高い,中程度,95.0,111.0,高い,,,非常に高い,,技協,保健・医療,母性保護サービス強化プロジェクトフェーズ2,1,アジア,南アジア
1139,https://www2.jica.go.jp/ja/evaluation/pdf/2017_BD-P52_4_f.pdf,バングラデシュ,2017,EY 新日本有限責任監査法人,熊谷香穂・高木秀行,7234000000.0,7128000000.0,2006-06-01,2011-01-15,2006-06-01,2014-06-01,37.0,97.0,高い,,高い,高い,中程度,99.0,173.0,高い,,,非常に高い,,有償,電力,送電網整備事業,1,アジア,南アジア
1140,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1300286_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高木秀行,17587000000.0,24528000000.0,2006-06-01,2010-09-17,2014-03-01,2017-06-01,100.0,169.0,高い,,高い,高い,低い,141.0,256.0,中程度,,,一部課題がある,円借款「カルナフリ上水道整備事業」,複合,水資源開発,チッタゴン上下水道公社組織改善・無収水削減推進プロジェクト,1,アジア,南アジア
1141,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P54_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高木秀行,17587000000.0,24528000000.0,2006-06-01,2010-09-17,2014-03-01,2017-06-01,100.0,169.0,高い,,高い,高い,低い,141.0,256.0,中程度,,,一部課題がある,,有償,上水道,カルナフリ上水道整備事業,1,アジア,南アジア
1142,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0602323_4_f.pdf,バングラデシュ,2012,バングラデシュ事務所,,144000000.0,229000000.0,2007-01-01,2010-01-01,2007-01-01,2010-01-01,37.0,37.0,高い,,高い,高い,中程度,159.0,100.0,中程度,,,高い,,技協,行政一般,公務員研修能力強化プロジェクト,1,アジア,南アジア
1143,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0609199_4_f.pdf,バングラデシュ,2015,バングラデシュ事務所,,300000000.0,601000000.0,2007-02-01,2011-02-01,2007-02-01,2013-02-01,48.0,72.0,高い,,高い,高い,中程度,200.0,150.0,中程度,,,高い,,技協,都市衛生,ダッカ市廃棄物管理能力強化プロジェクト,1,アジア,南アジア
1144,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0700500_4_f.pdf,バングラデシュ,2012,バングラデシュ事務所,,951000000.0,797000000.0,2007-06-12,2009-05-03,2007-06-12,2009-08-01,23.0,26.0,高い,,中程度,中程度,中程度,80.0,113.0,中程度,,,一部課題がある,,無償,社会基盤一般,第2次ダッカ市雨水排水施設整備計画,1,アジア,南アジア
1145,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0702800_4_f.pdf,バングラデシュ,2011,ティー・アソーシエイト,川内敦子,1000000000.0,999000000.0,2007-08-01,2009-03-01,2007-08-01,2009-03-01,20.0,20.0,高い,,中程度,中程度,高い,99.9,100.0,中程度,,,高い,,無償,気象・地震,モウルビバザール気象レーダー設置計画,1,アジア,南アジア
1146,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0609200_4_f.pdf,バングラデシュ,2015,バングラデシュ事務所,,326000000.0,311000000.0,2007-09-01,2011-09-01,2007-09-01,2011-09-01,48.0,48.0,高い,,高い,高い,高い,95.0,100.0,中程度,,,非常に高い,,技協,農業土木,農村開発技術センター機能強化計画フェーズ2,1,アジア,南アジア
1147,https://www2.jica.go.jp/ja/evaluation/pdf/2017_BD-P57_4_f.pdf,バングラデシュ,2017,EY新日本有限責任監査法人,高橋久恵,7538000000.0,7428000000.0,2007-10-01,2014-02-03,2007-12-01,2016-06-01,77.0,103.0,高い,,高い,高い,中程度,99.0,134.0,高い,,,非常に高い,,有償,農業土木,小規模水資源開発事業,1,アジア,南アジア
1148,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P58_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高橋久恵,40996000000.0,38076000000.0,2007-10-01,2015-09-17,2007-12-01,2020-06-01,96.0,151.0,高い,,高い,高い,中程度,80.0,157.0,高い,,,非常に高い,,有償,電力,ハリプール新発電所建設事業（2）,1,アジア,南アジア
1149,https://www2.jica.go.jp/ja/evaluation/pdf/2019_BD-P56_4_f.pdf,バングラデシュ,2019,EY 新日本有限責任監査法人,高橋久恵,20811000000.0,33213000000.0,2007-12-01,2015-07-18,2007-12-01,2016-12-01,92.0,109.0,高い,,高い,高い,低い,160.0,118.0,中程度,,,一部課題がある,,有償,鉄道,ダッカ－チッタゴン鉄道網整備事業,1,アジア,南アジア
1150,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P55_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高橋久恵,40996000000.0,38076000000.0,2007-12-01,2015-11-17,2007-12-01,2020-06-01,96.0,151.0,高い,,高い,高い,中程度,80.0,157.0,高い,,,非常に高い,,有償,電力,ハリプール新発電所建設事業,1,アジア,南アジア
1151,https://www2.jica.go.jp/ja/evaluation/pdf/2017_BD-P59_4_f.pdf,バングラデシュ,2017,EY 新日本有限責任監査法人,高橋久恵・高木秀行,12737000000.0,17559000000.0,2008-06-01,2011-06-20,2009-03-01,2016-05-01,37.0,87.0,高い,,高い,高い,中程度,138.0,235.0,中程度,,,高い,効率性_コストについて、本文(p.9)では「計画比138%」と記載されている一方、「アウトプットの増加に伴う増額分を含めた計画額と実績との計画比は92%」との記述もあるが、より直接的な比較である138%を記載した。,有償,電力,中部地域配電網整備事業,1,アジア,南アジア
1152,https://www2.jica.go.jp/ja/evaluation/pdf/2018_BD-P60_4_f.pdf,バングラデシュ,2018,株式会社日本経済研究所,西川圭輔,9308000000.0,10358000000.0,2008-06-01,2013-02-04,2009-03-01,2016-06-01,49.0,76.0,高い,,高い,高い,低い,119.0,155.0,中程度,,,一部課題がある,,有償,道路,東部バングラデシュ橋梁改修事業,1,アジア,南アジア
1153,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0805400_4_f.pdf,バングラデシュ,2014,バングラデシュ事務所,,958000000.0,937000000.0,2008-06-09,2010-04-16,2008-06-09,2010-08-10,22.0,26.0,高い,,中程度,中程度,中程度,98.0,117.0,中程度,,,一部課題がある,,無償,教育、災害援助,サイクロン「シドル」被災地域多目的サイクロンシェルター建設計画,1,アジア,南アジア
1154,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0602305_4_f.pdf,バングラデシュ,2014,バングラデシュ事務所,,300000000.0,327000000.0,2009-03-01,2012-03-01,2009-03-01,2012-03-01,36.0,36.0,高い,,低い,低い,中程度,109.0,100.0,低い,,,低い,,技協,水資源開発,水質検査体制強化プロジェクト,1,アジア,南アジア
1155,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0868390_4_f.pdf,バングラデシュ,2017,オクタヴィアジャパン株式会社,伊藤解子,1216000000.0,1215000000.0,2009-04-01,2013-05-31,2009-04-01,2014-05-01,51.0,62.0,高い,,高い,高い,中程度,100.0,122.0,高い,,,非常に高い,,無償,都市衛生,ダッカ市廃棄物管理低炭素化転換計画,1,アジア,南アジア
1156,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0701280_4_f.pdf,バングラデシュ,2019,バングラデシュ事務所,,240000000.0,574000000.0,2009-07-01,2012-06-10,2009-07-01,2014-01-01,36.0,55.0,高い,,高い,高い,低い,239.0,153.0,中程度,,,一部課題がある,,技協,上水道,チッタゴン上下水道公社無収水削減推進プロジェクト【有償勘定技術支援】,1,アジア,南アジア
1157,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P63_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高橋久恵,18436000000.0,17184000000.0,2010-03-01,2014-12-08,2010-03-01,2016-06-01,58.0,76.0,高い,,高い,高い,中程度,93.0,131.0,中程度,,,高い,,有償,電力,農村地域配電網整備事業,1,アジア,南アジア
1158,https://www2.jica.go.jp/ja/evaluation/pdf/2019_BD-P64_4_f.pdf,バングラデシュ,2019,OPMAC 株式会社,持田智男,20052000000.0,20425000000.0,2010-03-01,2014-12-17,2010-03-01,2018-06-01,58.0,100.0,高い,,高い,高い,低い,101.8,172.0,高い,,,高い,,有償,総合地域開発計画,南西部農村開発事業,1,アジア,南アジア
1159,https://www2.jica.go.jp/ja/evaluation/pdf/2023_BD-P61_4_f.pdf,バングラデシュ,2023,EY新日本有限責任監査法人,大供史郎,16645000000.0,36129000000.0,2010-03-01,2016-04-04,2010-03-01,2022-06-01,72.0,145.0,高い,やや低い,高い,高い,低い,217.0,201.0,高い,,,高い,,有償,道路,チッタゴン環状道路建設事業,1,アジア,南アジア
1160,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1500211_4_f.pdf,バングラデシュ,2022,株式会社クニエ,西川圭輔/栗村俊也,1243000000.0,1637000000.0,2011-03-01,2015-02-04,2016-02-01,2022-02-01,97.0,132.0,高い,高い,高い,高い,高い,134.0,123.0,やや低い,JICAはプロジェクト成果の十分な発現のために必要なリソースを追加的に投入することに関して、実施機関と十分協議を行い、合意を得た上で、事業完了まで適切な事業監理を行った。その結果、当初期待された成果を実現させることができたといえる。,特になし。,高い,本評価は「自然災害に対応した公共建築物の建設・改修能力向上プロジェクト(CNCRP)」に関するものである。プロジェクトコスト計画時は、ラナプラザ倒壊事故による追加支援額を加味した変更後計画値（543百万円）を記載。,技協,建築住宅,災害リスク削減のための建物の安全性強化促進プロジェクト,1,アジア,南アジア
1161,https://www2.jica.go.jp/ja/evaluation/pdf/2022_201000330_4_f.pdf,バングラデシュ,2022,バングラデシュ事務所,,465000000.0,301000000.0,2011-05-01,2016-03-31,2011-06-01,2016-05-01,60.0,60.0,高い,,高い,高い,高い,65.0,100.0,高い,,,非常に高い,,技協,保健・医療,顧みられない熱帯病対策-特にカラ・アザールの診断体制の確立とベクター対策研究プロジェクト,1,アジア,南アジア
1162,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P67_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,畔田弘文,7097000000.0,8142000000.0,2011-05-01,2016-03-08,2011-05-01,2016-05-01,59.0,61.0,高い,高い,高い,高い,中程度,115.0,103.0,高い,,,非常に高い,,有償,財政・金融,中小企業振興金融セクター事業,1,アジア,南アジア
1163,https://www2.jica.go.jp/ja/evaluation/pdf/2023_BD-P66_4_f.pdf,バングラデシュ,2023,EY新日本有限責任監査法人,高木秀行,31082000000.0,35777000000.0,2011-05-01,2017-11-25,2011-05-01,2019-06-01,80.0,98.0,高い,高い,やや低い,やや低い,高い,115.0,123.0,高い,,,高い,,有償,上水道,クルナ水供給事業,1,アジア,南アジア
1164,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1100270_4_f.pdf,バングラデシュ,2021,バングラデシュ事務所,,500000000.0,594000000.0,2012-02-01,2017-01-01,2012-02-01,2017-04-01,60.0,62.0,高い,,中程度,中程度,中程度,118.0,105.0,中程度,,,一部課題がある,,技協,行政一般,TQMを通じた公共サービス改善プロジェクト,1,アジア,南アジア
1165,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1260040_4_f.pdf,バングラデシュ,2019,OPMAC 株式会社,小林信行,2467000000.0,2383000000.0,2012-03-01,2016-05-31,2012-03-01,2016-06-01,52.0,52.0,高い,,中程度,中程度,高い,97.0,100.0,中程度,,,高い,,無償,農業一般,食糧備蓄能力強化計画,1,アジア,南アジア
1166,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1200030_4_f.pdf,バングラデシュ,2017,バングラデシュ事務所,,250000000.0,279000000.0,2012-11-01,2014-01-06,2012-11-01,2014-02-01,16.0,16.0,高い,,中程度,中程度,中程度,112.0,106.0,中程度,,,一部課題がある,,技協,社会基盤一般,中核都市包括的開発機能強化プロジェクト,1,アジア,南アジア
1167,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1260500_4_f.pdf,バングラデシュ,2021,バングラデシュ事務所,,728000000.0,686000000.0,2013-02-20,2015-11-18,2013-02-20,2018-03-29,33.0,61.0,高い,,高い,高い,中程度,94.0,186.0,中程度,,,高い,,無償,水資源開発,地下水調査及び深層帯水層水源開発計画,1,アジア,南アジア
1168,https://www2.jica.go.jp/ja/evaluation/pdf/2020_BD-P75_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高橋久恵,26669000000.0,21572000000.0,2013-03-01,2016-12-07,2013-03-01,2019-03-01,46.0,73.0,高い,,高い,高い,中程度,81.0,159.0,中程度,,,高い,,有償,電力、新・再生エネルギー,再生可能エネルギー開発事業,1,アジア,南アジア
1169,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1360950_4_f.pdf,バングラデシュ,2020,EY 新日本有限責任監査法人,高木秀行,2402000000.0,2398000000.0,2014-03-01,,2014-03-01,2017-05-01,,39.0,高い,,高い,高い,中程度,,,中程度,,,高い,,無償,航空・空港,航空保安設備整備計画,1,アジア,南アジア
1170,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1302197_4_f.pdf,バングラデシュ,2020,バングラデシュ事務所,,324000000.0,316000000.0,2014-05-01,2015-10-14,2014-05-01,2016-11-01,17.0,31.0,高い,,高い,高い,中程度,98.0,172.0,高い,,,非常に高い,,技協,都市交通,ダッカ市都市交通戦略計画改訂プロジェクト,1,アジア,南アジア
1171,https://www2.jica.go.jp/ja/evaluation/pdf/2023_BD-P77_4_f.pdf,バングラデシュ,2023,EY 新日本有限責任監査法人,高木秀行,10805000000.0,9798000000.0,2014-06-01,2021-09-27,2014-06-01,2021-09-01,79.0,88.0,高い,やや低い,やや低い,やや低い,非常に高い,91.0,99.0,高い,,,高い,,有償,財政・金融、食糧増産援助,小規模農家農業生産性向上・多様化振興融資事業,1,アジア,南アジア
1172,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1300170_4_f.pdf,バングラデシュ,2020,バングラデシュ事務所,,280000000.0,226000000.0,2015-01-01,2016-06-04,2015-01-01,2016-08-01,18.0,20.0,高い,,高い,高い,中程度,81.0,111.0,中程度,,,高い,,技協,工業一般,経済特区開発調査およびBEZA能力向上プロジェクト,1,アジア,南アジア
1173,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1400286_4_f.pdf,バングラデシュ,2023,バングラデシュ事務所,,390000000.0,479000000.0,2015-02-01,2017-06-27,2015-03-01,2019-04-01,30.0,51.0,高い,高い,高い,高い,やや低い,123.0,170.0,やや低い,,,高い,,技協,放送,教育テレビ設立支援プロジェクト,1,アジア,南アジア
1174,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1461030_4_f.pdf,バングラデシュ,2023,Value Frontier 株式会社,高木秀行,1525000000.0,1272000000.0,2015-05-01,2017-02-12,2015-05-01,2018-10-01,22.0,42.0,高い,高い,高い,高い,やや低い,83.0,191.0,高い,チョットグラム市におけるコンパクター車を活用した定時定点収集の導入は、本事業が最初であった。このため、コンパクターの円滑な導入支援と安全指導に係る技術支援では、JICA コンサルタントにより、コンパクター導入地域の検討や関係者との協議、運転手や作業員への指導等が、きめ細かく行われた。こうした支援の成果が、現在のコンパクター車の運用継続に貢献している。,JICA はこれまでバングラデシュにおいて、南北ダッカ市を中心に、廃棄物管理に係る支援を継続的に実施している。また、JICA Clean City Initiative のもと、JICA による廃棄物管理の支援が広く各国で行われている。こうした背景から、南スーダンへの技術協力「ジュバ市きれいな街プロジェクト」（2022年8月～2026年7月）では、第3国研修としてダッカ市の訪問が行われている。また、同プロジェクトと（無償資金協力）「ジュバにおける廃棄物管理改善計画」（2021年10月～2025年7月）との連携を通じて、廃棄物管理マスタープラン策定、廃棄物収集車両の維持管理、廃棄物処分場の運営改善、廃棄物管理に係る行政広報に関する、成果の共有が図られている。,非常に高い,,無償,都市衛生,廃棄物管理機材整備計画,1,アジア,南アジア
1175,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1400806_4_f.pdf,バングラデシュ,2021,バングラデシュ事務所,,250000000.0,338000000.0,2015-06-01,2017-11-07,2015-07-01,2018-09-01,30.0,39.0,高い,,中程度,中程度,中程度,135.0,130.0,中程度,,,一部課題がある,,技協,道路,橋梁維持管理プロジェクト,1,アジア,南アジア
1176,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0700578_4_f.pdf,バングラデシュ,2017,バングラデシュ事務所,,304000000.0,399000000.0,,,2009-07-01,2013-09-01,37.0,51.0,高い,高い,高い,高い,中程度,131.0,139.0,中程度,,,高い,,技協,測量・地図,デジタル地図作成能力向上プロジェクト,1,アジア,南アジア
1177,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0800332_4_f.pdf,バングラデシュ,2017,バングラデシュ事務所,,260000000.0,454000000.0,,,2009-09-01,2013-12-01,,52.0,高い,,高い,高い,低い,175.0,144.0,中程度である,,,一部課題がある,,技協,気象・地震,気象観測・予測能力向上プロジェクト,1,アジア,南アジア
1178,https://www2.jica.go.jp/ja/evaluation/pdf/2021_0888_4_f.pdf,バングラデシュ,2021,OPMAC 株式会社,持田智男,,,,,,,,,審査時は 2030年に中所得入りを、事後評価時には2041年に向けて高所得国入りを目標とするバングラデシュ政府にとって、開発の原動力であるエネルギーにおける天然ガスの重要性は変わらず、国産天然ガスの産出量の減少が予測される中で、LNG 輸入の開始は、天然ガスの円滑な供給と一次エネルギーの多様化と受け止められていた。政策の方向性に変わりはなく、開発ニーズに整合している。ただ、事業デザインにおいて、事業目的の記載や指標の設定には改善の余地が認められる。,本事業は、「中所得国化に向けた、全国民が受益可能な経済成長の加速化」を重点分野とし、電力・エネルギー不足を経済成長の最大の障害と位置づける日本の援助政策とも合致し、JICAの他事業との内的整合性の観点からの連携、そして JICA 以外の事業との外的整合性の観点からは、他の FSRU 事業や、再気化されたガスの搬送のための政府によるパイプライン建設工事との連携効果などとともに、具体的な成果を確認できた。,借入人であり実施機関でもある Excelerate Energy Bangladesh Limited (FSRU 関連施設の建設、FSRU の運営のために設立された特別目的会社、以下「SPC」という。)による輸入供給量と最大気化能力の水準は達成された。本事業の設備や施設で再気化される LNG が同国の輸入 LNG に占める比率も高いことからも、一次エネルギー需給の改善に寄与していると考えられる。,今回調査を実施したチョットグラム（旧名称:チッタゴン)に立地する企業では、FSRUの商業運転開始以降、中断の少ない安定的なガス供給を受けている。調査対象企業数は限定的ながらも、本事業の受益者の一つである企業の肥料の生産増と発電量の増加への寄与、経済発展の促進への貢献を伺うことができる。気候変動の緩和に関しては、環境負荷の比較的低い天然ガスの利用による気候変動緩和への寄与が指摘されているが、他方で、液化や輸送段階を含むライフサイクルを通じた温室効果ガス(GHG)の排出量の計測も重要との議論もあり、一概に環境負荷が低いと断定することはできない。ただ、石炭や石油の多くを輸入に依存するバングラデシュにおいて、天然ガスの使用は、GHG を排出する他の燃料の使用量の減少に結び付いていると考える。また、本事業実施に伴う、環境面でのネガティブなインパクトに対しては適切に対応されていると判断される。,事業期間はやや計画を上回ったものの、当初の予定どおりの事業スコープを達成し、事業費は計画内に収まった。,,,事業完了後の運営・維持管理は、FSRU 関連施設の建設、FSRUの運営のために設立された SPC の下で実施されている。SPC の運営・維持管理体制、その技術面、財務面、運営・維持管理状況において事業効果の持続性に影響する特段の問題は生じていない。環境社会配慮面については引き続き協議が行われる予定であり、カントリー・政治リスク、生産・操業リスク、マーケットリスクなど、開発効果の発現に関するリスクについても予防策が講じられている。,,,,,有償,ガス・石油,モヘシュカリ浮体式LNG貯蔵再ガス化設備運営事業,1,アジア,南アジア
